IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
1944,18-Aug-10,-1,10-3514,"The wildlife unite never actually saw the bear, but chased his noise through the rocks.  Yellow 92 had been in camp multiple times earlier though.  The visitors reported seeing a small bear taking off with their pack, which was left out with food inside, "
1945,18-Aug-10,-1,10-3513,"Nobody in camp would admit to leaving food out.  There were multiple large parties still up, but the bear was seen near site five with a  loaf of bread.  The bear was difficult to scare and chase out of camp. It was back in camp after ten minutes."
1943,18-Aug-10,-1,10-3485,"The bear pushed in the window on the laundry room door to enter the house.  The glass did not break, but the window popped out.  The bear got bread and tortillas from the counter in the kitchen.  Resident came down and yelled at the bear and the bear left"
1942,18-Aug-10,-1,10-3484,"Jewel, the Housekeeping camp host, heard scratching, and subsequently witnessed White 88 eating out of a locker. The visitor had triggered their car alarm to scare the bear, but to no avail. The bear, after eating, sauntered away towards the river. Jewel'"
1941,18-Aug-10,-1,10-3482,The group was unpacking the van. About 20-30 yards from where the people were unpacking the van the bear took a pack and tore chocolate out of the pack.
1947,19-Aug-10,0,10-3527,"The victim's food was stored in a bear box.  Vehicle was broken into via the passenger window.  I arrived on scene before the registered owner and found no food, no toiletries, and no garbage in the car.  It appeared that the bear did not even enter the c"
1946,19-Aug-10,-1,10-3516,Visitors reported to dispatch that there was a bear in their food locker.  We saw the bear eating in the locker when we arrived.  It was large with a  bald spot on its butt.  The bear ran off as soon as we arrived.  The bear ate lots of food including chi
2101,20-Aug-10,0,None,Bear broke into storage closet located on the south side of Ma' Curry Bungalow 2. No food was obtained only damage to visitor's padlock.
1949,20-Aug-10,-1,10-3564,The bear was found eating out of a food storage locker and was chased away.  The visitors were in their tent during the event.
1948,20-Aug-10,0,10-3547,"A food locker was found open in the Wilderness Lot in the AM while on patrol.  Various items had been taken out including jerky, juice, cookies, oatmeal, toiletries.  The items were collected and thrown away in the dumpster."
1955,21-Aug-10,-1,10-3604,"Visitors heard a bear in their campsite and proceeded to bang pots and pans and yell, but the bear did not leave.  The bear ate food and was in the site for approximately ten minutes.  The bear ate fruit cups from a cooler and left claw marks on it."
1953,21-Aug-10,-1,10-3598,We were following bear 3251 with telemetry and she was in Camp 6 Parking.  We found her next to a vehicle eating food that was dragged out of a vehicle she had broken into.  She had eaten some Oreos and a bag of chips.  The car also contained an ice chest
1956,21-Aug-10,0,10-3583,An individuals backpack was reported stolen out of site E 18 TMCG.  I found the pack 50 yards from the site.  Food was left out in the pack.  The pack was not stored properly.
1950,21-Aug-10,0,10-3573,"The bear entered the vehicle through the convertible top.  Lots of items were in the vehicle such as suntan lotion, mints, clothes.  This vehicle was entered by a bear on two occasions.  The first bear damage was on 8/21/2010 and the second was on 8/23/20"
1952,21-Aug-10,-1,10-3571,"There was no visible food in the vehicle. After chasing yellow 31 out of Upper Pines Campground, we followed her to the Wilderness Parking Lot and continued to chase her away.  Checking the area of the lot she was in revealed a broken back left window of "
1954,21-Aug-10,-1,10-,The bear obtained strawberries.  The visitors admitted that they left food out.
1962,22-Aug-10,-1,10-3635,The bear obtained a bag of chips.
1984,22-Aug-10,-1,10-3631,Visitors were in the site eating and cooking. The bear entered the site and grabbed a bag of marshmallows out of a open food locker. The bear was described as dark brown.
1960,22-Aug-10,-1,10-3630,"The visitors were in their campsite, about 50 feet from the locker which was open. The visitors saw the bear and scared it away, but the bear took food with it. The bear obtained pretzels."
1961,22-Aug-10,-1,10-3627,"While visitors were at the Devil's Elbow area near the beach, a bear stole their pack. The bear obtained chips from the pack. The visitors retrieved their pack, but it is unknown if it was damaged because this report is secondhand information."
1958,22-Aug-10,0,10-3610,"While the resource units were turning off the North Pines monitoring box they saw a mess of food in front of a locker that was open. A bear ate chicken, hotdogs, chips, dairy products, cliff bars, beer, juice, mayonnaise, salami, and rice."
1959,22-Aug-10,-1,10-3609,The bear was observed eating in a food locker. The bear would not run as attempted to chase and paintballed him. We had to walk him out of the campground and his back legs seemed to have severe arthritis.
1957,22-Aug-10,-1,10-3607,We tracked bear 3001 with telemetry into the Wilderness Parking Lot.  As we pulled into the parking lot we saw him and chased him off into the woods.
1987,23-Aug-10,-1,10-3660,The bear got a loaf of bread while the visitors were in the site.
1964,23-Aug-10,-1,10-3654,People left their bowl of dog food out. The bear was laying down eating out of the bowl when we arrived. We chased the bear away.
1965,23-Aug-10,0,10-3638,"A bear broke the window of a trailer that had no one inside of it. There was food inside, but it was stored properly with the windows up. The bear did not gain entry because the campers woke up and scared it."
1967,24-Aug-10,0,10-3681,"A bear ripped into the grain bin at the stables. A couple of boards were broken off so that all of the grain could pour out. No bear was witnessed in the act, but when we arrived a sow and cub were nearby in the horse stables. The grain was cleaned up and"
1968,24-Aug-10,-1,10-3680,"A visitor had her locker open, went inside the tent for ""just a second,"" and when she opened the door back up, Green 75 was in her locker. The bear ate a large bag of Cheetos and a couple of graham crackers."
1969,24-Aug-10,0,10-3665,The damage was to the left side drivers door and window.
1992,24-Aug-10,0,10-3656,No description of the vehicle break in.
1963,24-Aug-10,-1,10-3653,A visitor told us he had just been in the wilderness lot and saw a locker that a bear had gotten into. He went over to put everything back in the locker. He was kneeling at the locker and looked up to see a bear a few feet from him at the other side of th
1966,24-Aug-10,-1,10-3652,"We found a bear eating food in the parking lot. The bear ate 5 bananas, 2 oranges, and some past, along with some unidentifiable items. We chased the bear away. The food was on top of some fresh looking glass. Not sure if food was left out or if it was in"
1972,25-Aug-10,0,10-3732,The visitor did not realize that he had a few suckers under the seat of his car. The bear did not fully break into the car. The bear tore off the seal of the passenger window and scratched the door.
1970,25-Aug-10,-1,10-3696,"I arrived at the site and a bear was eating a large zip lock bag of chili and food was strewn about everywhere. An open, overturned ice chest was nearly empty of food. I immediately chased the bear with the paintball gun to the west of the campground. I c"
1973,25-Aug-10,0,10-3686,The visitor claimed that there was no food in the vehicle. The resource unit was unable to inspect the car because the visitor left a hotline message and was out of the park at the time it was reported. There was a bad cell connection when the resource un
1974,25-Aug-10,0,10-3685,Katie Wallace came out in the A.M. to find her car broken into by a bear. The back seats were torn apart.
1993,25-Aug-10,0,10-3683,There was no food left in the car. The details of the damage were not included in the report.
1971,25-Aug-10,0,10-3682,The damage was to the right side passengers window. There was an incense stick on the dash board.
1975,25-Aug-10,-1,10-3679,"A bear got into a food locker and ate bread, apples, and meat. The visitors claimed they closed the locker and the bear opened it. The bear left before we arrived."
1976,26-Aug-10,-1,None,DNC Security observed a bear outside the vehicle and saw hair and scratches on the door. No information about the owners of the vehicle could be obtained.
1983,26-Aug-10,0,10-3736,"The bear pulled off the seals for both of the front doors. We did not see the bear actually on the car, but we chased Orange 73 out of the parking lot around that time."
2089,26-Aug-10,0,10-3735,There was trash and baby seats inside the vehicle. The bear did very minor damage to a door frame. It just bent the hinge.
1982,26-Aug-10,-1,10-3734,"Resource 85 tracked 3001 into Housekeeping Camp, where he grabbed a bag of food out of an open locker. The bear obtained cookies and nutella and two bags of chips. Resource units chased him across the road and fired 2 bangers. Stern verbal warnings were i"
1985,26-Aug-10,-1,10-3731,"Visitors got into camp and were unloading the car and had the box open when a bear came into their site. The bear only took a loaf of bread and the visitors scared it off. The alarm box did not go off, however Yellow 31 was picked up in the area. The visi"
1979,26-Aug-10,0,10-3707,"The right front window was broken. The window was pulled out. The left front window was pulled out of track. There was a backpack left inside the vehicle, and possibly sodas in the front of the backpack. The owner of the vehicle said that there was sodas "
1980,26-Aug-10,-1,10-3706,"The food stored in the locker included 2 steaks, cheese, 4 eggs, milk, juice, etc. A ranger checked their locker at about 8:30PM the night before and it was secure. The bear was heard rapping on the locker, not very loud, at about 5:00AM. The visitors loo"
1995,27-Aug-10,0,10-3764,"The passenger's side front window was broken, the back seat was torn up, and the driver's window frame was pulled out from the frame. The bear entered the vehicle to obtain some bird seed that was in a cage. It is unknown if other food was present, but nu"
1994,27-Aug-10,0,10-3739,On the left side above the rear tire about 6 inches there were scratches from a bear. The visitors were parked near the tent cabins. The bear did not enter the vehicle.
1977,27-Aug-10,-1,10-3738,I was responding to a Upper Pines east alarm when I observed 2 bears eating out of a cooler. The cooler was dragged from upper pines site 218. Green 75 and Green 81 were both eating out of the cooler. John got a hazing round on Green 81 shortly after. I g
1986,27-Aug-10,0,10-3737,Resource 85 found the left rear window of the vehicle pushed in after chasing Orange 73 through the Camp 4 parking  lot. The car smelled very strongly and was full of climbing equipment.
1978,28-Aug-10,-1,10-3763,"Visitors said bear was eating their food for 20 minutes before we chased it away. Food obtained includes tortilla chips, marshmallows, chocolate chip cookies, cereal, trail mix, and more chocolate. I shot 3 rubber slugs at the bear. The visitors claimed t"
1981,28-Aug-10,-1,10-3762,As we chased blue 53 (3520) through upper pines we saw green 75 (3001) running with a soft black cooler. I chased the bear above the curry tent cabins and retrieved the cooler for impound. I hazed green 75 away from the cooler with the shotgun. We were un
2000,29-Aug-10,0,10-3817,The resident heard a noise in the early morning but didn’t see the bear. Upon waking later in the morning he saw that his storage tent had muddy paw prints and two large holes clawed in the sides. He alleges that there was no food or scented items inside.
1996,29-Aug-10,-1,10-3798,Resource units arrived at the tent to an open locker and a soft ice chest on the ground with slobber on it. There was some trash scattered about. We chased Green 75 from behind the tent where he was eating out of some wrappers.
1997,29-Aug-10,-1,10-3797,"Resource units arrived at the tent to find a locker open, a destroyed soft cooler, and food scattered about. They subsequently chased Green 75 from behind an adjacent tent, where he was eating."
1998,29-Aug-10,-1,10-3794,Victor 34 called to relay the message that a bear had gotten into a cooler in the Wilderness Lot. When the resource unit arrived he observed the bear next to the cooler. The bear was a yearling. He paintballed the bear and it treed.
1999,29-Aug-10,-1,10-3790,The campers in a nearby site saw the bear and began to yell at it. As the bear walked away it obtained food out of the locker in site 118 because they left their locker open. The party was about 10 feet away at their campfire. When they noticed the bear t
2001,30-Aug-10,-1,10-3834,"The visitors were preparing dinner at their picnic tables and had food on top of the locker, about ten feet away. A bear came up and grabbed some food from behind the locker. The man decided to push a milk crate full of food onto the bear to scare him off"
2003,30-Aug-10,0,10-3807,There was a milk box and trash present in the car. The report does not have any information about the damage to the vehicle.
2002,30-Aug-10,-1,10-3801,The visitor claimed that the locker was properly latched and that the bear opened it.
2004,31-Aug-10,0,10-3822,There were lots of miscellaneous items in the vehicle.
2039,01-Sep-10,-1,10-3857,"Visitor believes locker closed correctly and checked again before incident. Bear obtained half a loaf of bread, 1 jar of mixed nuts, half a stick of butter, and some berries."
2005,01-Sep-10,0,10-3849,"Resource units found damage to the camper shell and trailer of a motorcycle. No food was visible. The bear tore into a sleeping bag, tarp, and a foam pad. There were no bears on telemetry."
2006,01-Sep-10,-1,10-3836,The bear grabbed an unattended bag of food and ran into the meadow to eat it.
2007,02-Sep-10,0,10-3852,The right passenger window and door were damaged. There was one box of food in the vehicle that contained fruit. The bear ate several nectarines and one banana.
2008,03-Sep-10,-1,10-3892,"The visitors left a bag of food out in the campsite unattended for ""just a minute."" The bear ate cracker jacks. The bear was treed by rangers after it ate."
2010,04-Sep-10,-1,10-3913,"The visitors had food at two picnic tables in two different sites. The bear approached site G8, so the visitors immediately began yelling and banging pots. The bear moved off a little. The visitors began putting stuff in the bear lockers and while they we"
2009,04-Sep-10,-1,10-3890,While visitors were unpacking their vehicle a bear entered their open vehicle and grabbed an entire calzone and ran off with it. Bear 2394 was strong on telemetry.
2012,05-Sep-10,-1,10-3953,"Resource units tracked 3001 into North Pines campground, where he was observed within 5 feet of people grabbing a sandwich. The bear was chased out of camp with 3 slugs."
2011,05-Sep-10,-1,10-3951,Resource units observed the bear with food in his mouth and they chased him out using a paintball gun and a banger. The visitors were next to their open locker and the bear was observed taking food out of it.
2013,05-Sep-10,-1,10-3947,"The bear obtained a loaf of bread, hamburger buns, and other items. The visitors in the next campsite saw the bear walking through camp and going to the locker in the neighboring site. The visitor was packing his backpack with headphones on, about 5-10 fe"
2029,05-Sep-10,-1,10-3923,"Victim opened the food locker, but did not close it properly."
2014,06-Sep-10,0,10-3980,"Resource units found a vehicle broken into in the Wilderness Lot. The passenger window was broken, as well as the passenger side mirror. The external cab brake light was also torn off. There were full bottles of sports drinks in the vehicle as well as tra"
2015,06-Sep-10,-1,10-3975,"Visitors were cooking in their campsite when a bear entered.  The bear took a container from their open locker, removed two loaves of bread and ran away."
2019,07-Sep-10,-1,None,A phone message was left at the Wildlife Office that reported a bear that got food. The campsite and amount of food were unknown and the observer was from the Yosemite Conservancy.
2091,07-Sep-10,-1,None,Visitors were climbing on El Cap and left snacks in a backpack hanging from a tree. The bear destroyed the backpack.
2031,07-Sep-10,-1,10-3995,The visitor was sitting within arms reach of their food when a bear came up behind them. The bear came within two feet of the visitors and took a bag of chips.
2040,07-Sep-10,0,10-3982,"Bear pulled vent cover off of the camper trailer, exposing refrigerator and water heater vents."
2034,08-Sep-10,-1,10-4013,Resources saw bear 3524 up the hill from site #23 in Camp 4 with a plastic jug in it's mouth. The jug looked like protein powder. The bear did not move until they sprinted toward it and fired paintballs. The bear returned to site 35 less than 10 minutes l
2024,08-Sep-10,-1,10-4010,"A visitor returned to their tent cabin and said that they must not have shut the locker correctly before she went inside.  The visitors heard rustling and a bear was in their locker.  It pulled out the ice chest and ate blueberries, strawberries, and some"
2033,08-Sep-10,-1,10-4009,"This record was taken through second-hand reports.  The visitors had left by the time the incident was reported.  However, their neighbors reported waking up at night to see a bear in their locker eating everything.  The bear finished eating all the food "
2021,08-Sep-10,-1,10-4008,"Sometime around three in the morning visitors heard a bear banging on their locker.  When they  looked they saw the bear eating food out of the locker.  They yelled and blew an air horn, but the bear did not leave.  The bear stopped eating and snarled at "
2041,08-Sep-10,-1,10-4007,"A light colored bear tore a corner at a window on a canvas tent and disturbed items within reach of the window opening. No damage was done to guest property, and there was only minor damage to the tent. The bear possibly obtained a small amount of food. A"
2048,08-Sep-10,0,10-3997,The bear attempted to enter through the convertible top of a vehicle.  The vehicle received a food warning at 10:45 PM by John.
2035,09-Sep-10,-1,10-4031,Visitors were about 10 feet from the bear locker when the bear got into the locker. The visitor clapped at the bear which did not move. The bear obtained two V8 juices and cocoa powder.
2051,09-Sep-10,0,10-4015,The bear entered through the utility shell and ripped the door from lock hasp and hinge.
2026,09-Sep-10,-1,10-4014,"Visitors left their locker improperly latched and the bear ate orange juice, bread, milk, and a small amount of peanut butter and trail mix.  The bear was on food when we came up to the site.  The bear treed when we shot paintballs at it."
2043,10-Sep-10,-1,10-4053,Visitors were in their campsite making dinner when they saw the bear walking around and immediately started putting food away into their storage locker. The bear started coming towards their site so the visitors started making noise by banging pots and pa
2044,11-Sep-10,0,10-4061,Individuals went to bed and did not latch their locker properly. They also left drinks and trash out in their site. Citation was issued to individuals.
2054,11-Sep-10,-1,10-4059,Bear 3524 had been chased out ten minutes prior to the incident. The bear circled right back into the campground and took a backpack that was left out. The pack had food in it and the bear was reluctant to run. It finally took off into the brush West of t
2036,12-Sep-10,-1,10-4099,"Wildlife units arrived at campsite to find a black North Face back pack emptied of its contents including peanut butter, jelly, and Doritos potato chips.  The bear ate the peanut butter and chips.  The bear was spotted and hazed minutes before the pack wa"
2037,12-Sep-10,-1,10-4080,"Followed bear 3001 on telemetry, and found him behind a site on food. Spotlighted the bear and chased him across the road to Yosemite Lodge Annex. Resources continued to follow the bear with telemetry which did not re-enter the campground. Unknown site or"
2038,14-Sep-10,0,10-4119,"Wildlife units entered Wilderness Parking Lot and found trucks back door to flat bed shell pulled down in half.  No food was present, but there were paw prints all over the back end of the vehicle."
2052,14-Sep-10,0,10-4114,"Bear damaged right side passenger window and door. Food observed in vehicle included: shaving cream, kettle corn, dried apricots, and a soft-shell cooler."
2046,15-Sep-10,0,10-4131,There was no food left in the visitor's tent.  In the middle of the night the visitor woke up because on of his tent poles was inverted.  He says a bear jumped on his tent.  There were two holes indented on either side of the pole.  A bear did not obtain 
2042,15-Sep-10,0,10-4130,"The bear obtained bagel bites, black bean burgers, cinnamon of a cabinet, and berries out of the freezer. The bear entered through the back door. It ripped off the screen, popped off the bottom of a sliding window and broke the top part of the window.  Th"
2069,16-Sep-10,-1,10-4179,Camp 4 host 330 was making the first round through camp when some campers said that their friend who had already left Camp 4 chased a bear across the road that had a backpack in tow. The same person went across the street the next day and retrieved the ba
2047,16-Sep-10,-1,10-4152,"Resources were doing a walk through of Camp 4 and spotlighted a bear on food behind campsites. The bear ran off after chasing and yelling, but took a sack with food items with it. Food included: mini Snicker bars, a Cliff bar, an Odwalla bar, etc. Visitor"
2045,17-Sep-10,-1,10-4226,Visitors were just sitting down to eat and had left their locker open. Shortly after they heard a rustling and a bear was in their locker. It ran off with a large nylon bag containing food. The bear first went up a tree with the food before running into t
2050,17-Sep-10,0,10-4177,"Visitor slept in an open bivy sack with his backpack next to him. He emptied the pack of food except for several small candies and a wrapper that he forgot in a small pocket. At about 0005 hours, he awoke to a noise nearby. He yelled at the bear and then "
2049,17-Sep-10,-1,10-4167,The visitors left a backpack with food inside of it out in their campsite. The bear tore into the bag and ate the food. It then came back to their site two more times. Resources chased it off and the bear disappeared.
2053,18-Sep-10,-1,None,Resource 92 was doing telemetry for Orange 85 on Happy Isles Road just past the Wilderness Parking Lot when he noticed frantic flashlights and yelling. Orange 85 took off into the campground and treed. The bear obtained popcorn that the visitors had put i
2017,19-Sep-10,-1,10-4217,"Food was in the visitor's open locker when the bear got into the food. The bear walked away with a bag of food to a tree and ate it. Visitors closed the locker. The bear came back to sniff the closed locker. Campers banged pots and pans, but the bear cont"
2016,19-Sep-10,0,10-4196,"No food, trash, or odors were observed in the car. Right passenger window was broken out."
2092,20-Sep-10,-1,10-4324,Visitors were in the site with food on their table as they were packing up to leave. Bear did not respond to their yelling and car alarm. The bear took a small bag of groceries off the table and ran off. I chased the bear off while she had a box of graham
2093,20-Sep-10,-1,10-4236,Locker was left open with people in the site. People were approximately 10 feet from locker. Green 60 ran in and grabbed a jar of peanuts and ran off.
2099,22-Sep-10,0,None,Visitor was sleeping on the ground and woke up to an animal swatting his face. The visitor had three distinct claw marks on his face but refused medical treatment. There is limited information on this incident but the visitor claimed not to see the animal
2018,22-Sep-10,-1,10-4380,Climbers left their haul bag at the base of the wall with food in it after discussing with other climbers nearby about proper food storage. They were assured by their neighbors that it was OK to leave food at the base. Climbers were fixing an upper pitch 
2061,23-Sep-10,-1,10-4688,
2022,24-Sep-10,0,10-4359,"Sometime between 1700 on 9/24/2010 and 0800 on 9/27/2010, a bear entered the Yosemite Day Care through and open rear window of a bathroom. The screen of the window was ripped. The bear obtained food from an upstairs and downstairs refrigerator. Cottage ch"
2020,24-Sep-10,0,10-4284,"Resources were spotlighting and found an open locker. Upon further inspection, they found a bag taken out of the locker, presumably by a bear because it was ripped open. A large tub of yogurt was empty laying on the ground. The visitors said that was all "
2023,25-Sep-10,-1,10-4320,"The visitor was laying down next to his tent with his head against a rope bag. He is positive that he bag contained no food, and had not contained any food all week. He opened his eyes and saw a bear head in his face. He tried to stay still while it sniff"
2062,26-Sep-10,0,10-4689,"The bear obtained dried eggs, protein bars, and oatmeal from a locker thought to have been properly locked."
2025,26-Sep-10,-1,10-4325,Cookies were left in a child's backpack overnight. The bear tore the pack open and ate the cookies.
2028,27-Sep-10,-1,10-4381,"Climbers put food in a tree while they climbed on Central Pillar of Frenzy. A bear climbed the tree to get their pack when they were a couple of pitches up. No damage was done to the pack. The bear obtained a bagel, trail mix, and an apple. Climbers yelle"
2027,27-Sep-10,-1,10-4352,"Locker was improperly locked by an unknown person. M. Smith (a neighbor SAR member) woke to a rustling around 0700, but went back to sleep. He again woke up at 0745, looked out, and saw bear 3098 in E. Aardal's food locker. M. Smith went out and tried to "
2032,29-Sep-10,-1,10-4388,The bear was at the base of Central Pillar of Frenzy where some climbers left their packs with food. Climbers were about 300 feet off the ground climbing when the incident occurred.
2030,29-Sep-10,0,10-4376,"The window to the kitchen was left open and the bear pushed the screen out. The only food obtained was about 15 pounds of chocolate chips. There were various foods stored in this room, but only the chocolate chips were obtained. Paw prints were present on"
2056,12-Oct-10,0,10-4581,"Campground host Ruth stumbled upon an open food locker and found pretzel wrappers and gum. When wildlife units arrived on scene, bear 3001 was moderate on telemetry and was subsequently chased out of Upper Pines East shortly after the incident."
2057,13-Oct-10,-1,10-4582,The visitors didn't understand how to operate their locker. They thought it automatically locked when it was shut. The bear pulled out an ice chest and dragged off a few items. The bear ran away when wildlife units commenced chase.
2058,15-Oct-10,-1,10-4614,Wildlife units witnessed the bear crossing Happy Isles road from Upper Pines to the wilderness lot. The bear had something in his mouth. Wildlife units chased the bear into the brush and did not locate the food.
2064,16-Oct-10,-1,10-4687,The visitors claimed they were grilling within 3-5 feet of their bear box when 3001 entered their site and went straight for the bear locker. The visitors screamed and hit their car alarm but the bear continued to the box and began eating from it. They sa
2063,16-Oct-10,-1,10-4686,3001 walked within 5 feet of visitors and snatched their food before running down the road to get into 3 more sites. The food obtained was beef jerky.
2065,18-Oct-10,0,10-4690,"Visitors left sandwich and a couple other attractants in their vehicle. Bear ripped up the passenger seat, and caused damage to the driver's seat as well. No damage to the outside or body of the vehicle. Did not get vehicle license plate."
2059,19-Oct-10,-1,10-4655,"Visitor was at his campfire and heard a bear at his locker. The visitor saw the bear and ran to his car, leaving behind half a sandwich, which the bear obtained."
2067,20-Oct-10,0,10-4765,"Mr. Deputy said he had no food in his vehicle. The bear broke in through the passenger door, which has happened before in Yosemite with the same vehicle. He said he had no food in his vehicle either time and the bear did not obtain food. He did not report"
2060,20-Oct-10,-1,10-4696,"Visitor believed he closed the locker properly but the bear got in somehow. The bear had pulled everything out of the locker and was just starting to eat. He ran away as soon as wildlife units arrived, but didn't go far. The bear ate a bunch of grapes, mi"
2068,22-Oct-10,-1,None,"A large party at site 12 awoke at 3:00 AM to a bear pulling an ice chest out of their locker. The bear ate 1 1/2 pounds of cheese, 1 pound of sausage, 3 pounds of lunchmeat, and 1 pound of pot roast. The visitors shined their flashlights at the bear, whic"
2055,22-Oct-10,-1,10-4677,The visitors were at their picnic table with their locker open about ten feet away. The bear snuck up and took a bag of hot dog buns from the top of the locker. The visitors did not have a very good description but said it may have had a blue tag. They ye
2071,23-Oct-10,0,None,"Bear tore off a piece of trim on trunk of vehicle, gnawed the weather stripping around the window frame, and left scratches on the hood of the vehicle. Visitors claimed nothing was scented in the car, but admitted to possibly having drinks (beer or Gatora"
2100,25-Oct-10,0,None,Vehicle was found with the passenger's window broken. Unable to see food in vehicle and unable to locate the owners of the vehicle.
2072,26-Oct-10,-1,10-4706,The visitor was sitting 3 feet from his open locker with his back turned to it. The bear approached and snatched his tote containing food and ran as soon as the visitor noticed and yelled. Resources quickly found a pile of food in the woods across the Hap
2079,27-Oct-10,0,10-4714,Driver park vehicle in Camp 4 parking lot after dark and forgot to take out some items. He returned to the vehicle the next morning to find it had been broken into. No food was obtained by the bear.
2073,27-Oct-10,-1,10-4712,"LE ranger, Hotel 22, relayed a second-hand report of a car break-in early in the morning on 10/27/2010 at the Camp 4 parking lot. She subsequently saw the vehicle with broken glass at El Cap Picnic Area parking. At 2200 hours, on the same day, while walki"
2074,29-Oct-10,0,10-4720,The rear driver's side window was broken out. The resident (of DNC Boystown housing) claimed that no food was in the car and that they had cleaned it out well. This information was secondhand and the resident did not want to be contacted for the report.
2066,31-Oct-10,0,10-4745,"The resident had forgotten a bag of fruits in the vehicle. She had looked for the bag previously and had missed the bag in the car. Both the driver's and passenger's door were bent and pulled back about 8-10 inches, but both windows were intact. There wer"
2075,31-Oct-10,0,10-4743,"Car was void of food according to campers. The vehicle looked clean upon discovery. However, there was lots of gear and backpacks with possible residual scents. Campers requested a copy of this report."
2070,31-Oct-10,0,10-4742,"Car was void of food or scented items according to camper. The vehicle looked clean upon discovery, and no trash was found in the immediate vicinity of the car. The visitor requested a copy of this report."
2076,03-Nov-10,-1,10-4781,"Resources tracked bear 3565 into lower NPS housing where they found the bear on a bucket of food that had been pulled out of an unsecured garage unit. The bear obtained brownie mix, syrup, and backpacking food. The bear returned within minutes and was haz"
2085,14-Nov-10,0,None,The bear entered the car through the unlocked door with the door handle. There was no damage to the car. Car contained two baby seats . The were child's cups pulled out of the car and chewed on. Damage was to cups only. Bear did not damage seats/ interior
2080,14-Nov-10,-1,10-4889,A bear was ripping boards off a garage in Lower Housing and was chased off by resource 84. No food was stored in the garage.
2078,14-Nov-10,0,10-4859,"The vehicle's door was opened by a bear. No food was present, but there was a child's car seat."
2077,14-Nov-10,0,10-4857,There was no food inside the vehicle. Vehicle was cleaned when owner arrived.
2082,16-Nov-10,0,10-4879,Bear ripped down door frame and ripped seats.  Unable to see any food inside vehicle.  Owner claims no food was stored inside.
2081,17-Nov-10,0,10-4892,"This car was broken into two days in a row. The owners got the door replaced after the first incident, parked the car in the same lot, and their car was broken into again. No food or trash was present either time but there was an empty cooler in the trunk"
2083,19-Nov-10,-1,10-4905,All of the visitor's food was in the locker. The bear was seen on the box and the bear opened it and began eating the food. The visitors did not see how the bear opened the locker. However the top latch on the locker was sticky and did not go all the way 
2084,20-Nov-10,-1,None,"the bear obtained ham, bacon, hamburger patties and pork chops. The visitors were approximately 3 feet from their locker and the bear approached them. When the bear was close the visitor ran away and the bear took a cooler of meat and ate it."
2086,24-Nov-10,-1,10-4951,The locker was too frozen to shut properly so the visitors just left it swung shut. The bear came and got a full bag of groceries. They shone their lights on it and it ran away. They rigged up the locker with webbing and a small carabiner to close it. The
2087,26-Nov-10,0,10-4978,"The bear pushed a hole through the top of a storage container mounted to a trailer, possibly checking for food. It didn't find any and left."
2094,22-Dec-10,0,10-5096,Bear pulled driver door frame down and broke window.  Owners claim no food was stored inside.
2097,24-Dec-10,0,10-5109,A bear was trying to break into a bear locker.
2096,30-Dec-10,0,None,Bear bent rear hatch on the camper shell and caused minor scratches to the tailgate. Food was observed outside the vehicle on the ground and in the interior of the vehicle.
2098,30-Dec-10,0,10-5152,The bear broke the drivers side window.
2095,30-Dec-10,0,10-5151,Empty coffee cup left inside vehicle.  Bear broke left rear passenger window and door frame pulled down.
2109,03-Jan-11,0,11-0026,Bear broke out passenger side rear window. Lots of luggage and gear inside the car.
2106,04-Jan-11,-1,11-0043,"Will from security saw a Toyota rocking, he went knocking and bear came out. Visitors had improperly stored their food because, ""Bears hibernate, right?"""
2104,19-Jan-11,0,None,"This report is second-hand from the visitors in an adjacent site because no one in site #38 spoke English. They had apparently left food out and a bear obtained at least peanuts from a pack, but probably more. They cleaned it up before anyone could see wh"
2103,19-Jan-11,0,11-0153,"The vehicle involved had all the items stored properly in the food storage box. The adjacent site (#38) had improperly stored items, which were most likely the cause of the attractant to the area. Site #38 had left out a backpack with a food reward for th"
2117,24-Jan-11,0,11-0188,There was no damage to the vehicle. The bear had opened the unlocked door using the handle and pulled out an empty re-usable grocery sack from behind the seat.
2107,24-Jan-11,0,11-0185,"A bear attempted to fain entry to Dave's Subaru Forrester. It pulled all of the molding off of the outside windows, but failed to get in. There were mint toothpicks inside the car."
2102,31-Jan-11,0,11-0028,Bear pulled out driver door frame and ripped off molding around door and windshield. Bear did not gain access to the vehicle.
2108,31-Jan-11,0,11-0027,Bear broke passenger side rear window and then pulled out the bottom of the door/window frame. Bear tore into climbing backpack and pulled out toiletries. The molding on the driver's side door was also damaged.
2110,18-Mar-11,0,11-0477,Tarbutton and Yerman forgot to remove tea and lotions from car. Bear broke in between 1930 and 0800 through the back driver side door. Scented items were under many other things. Visitors thought they had removed all food and scented items to their bear b
2114,20-Mar-11,0,11-0488,"No food in vehicle, air freshener near storing wheel."
2118,22-Mar-11,-1,11-0512,"The resident spilled stew outside the cabin after dinner on 3/22. The bear rooted around in the snow for the stew, and then tried to get into the cabin. The bear broke the screen and the lower portion of the door. The bear did not gain entry into the cabi"
