IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
1820,2010-07-18,,North Pines Campground,Site 319,Yosemite Valley,Unknown,"During an inspection of North Pines, Campground ranger 327 came across bear 1278 with his head in a food locker. The bear initially ignored him when yelled at, and then he ran/walked towards Tenaya Creek. The bear crossed the creek west of the backpackers camp.",14,20
1821,2010-07-19,0:30:00,Lower Pines Campground,Site DBL 3,Yosemite Valley,Unknown,A visitor heard a bear opening their locker and identified it as White 88 as the bear was fleeing the scene. A bag of marshmallows was taken by the bear. Victor 42 hazed the bear with 3 shotgun rounds.,18,5
1822,2010-07-18,0:05:00,Camp 6 Parking,,Yosemite Valley,Improper food storage,"Food was left in plain sight in the front and back of the car, on the seats and on the floor. A baby seat was also present. Chips, jerky, protein powder, and soft drinks were in the vehicle. The car was alone in the A lot of Camp 6. The drivers side glass was broken, and paw prints were seen on the passenger door.",17,200
1822,2010-07-18,0:05:00,Camp 6 Parking,,Yosemite Valley,Improper food storage,"Food was left in plain sight in the front and back of the car, on the seats and on the floor. A baby seat was also present. Chips, jerky, protein powder, and soft drinks were in the vehicle. The car was alone in the A lot of Camp 6. The drivers side glass was broken, and paw prints were seen on the passenger door.",18,80
1823,2010-07-16,2:52:00,Tecoya Parking,near B Dorm,Yosemite Valley,Improper food storage,Security was called about a bear breaking into the back of a pick-up truck with a camper shell in Tecoya. Security chased the bear out of the truck towards the clinic. Rangers Kulp and Hance arrived and chased the bear up Indian Canyon. Two cases of Ramen noodles were left in the bed of the pickup truck along with sunflower seeds and fishing supplies (unknown type of bait). The bear entered through the camper shell and obtained two Ramen noodle cups.,17,200
1824,2010-07-19,,Boystown Fire Road,,Yosemite Valley,Improper food storage,"The visitors had been woken up at 5am by DNC Security. The bear broke into the passenger's side rear window. The dashboard was also torn into. The visitors had canola oil, baby powder, chap stick and wet wipes in the car. A backpack was found ripped open outside the car also. The bear obtained a Cliff Bar from the pack.",17,400
1824,2010-07-19,,Boystown Fire Road,,Yosemite Valley,Improper food storage,"The visitors had been woken up at 5am by DNC Security. The bear broke into the passenger's side rear window. The dashboard was also torn into. The visitors had canola oil, baby powder, chap stick and wet wipes in the car. A backpack was found ripped open outside the car also. The bear obtained a Cliff Bar from the pack.",12,50
1825,2010-07-19,,Boystown Fire Road,Boystown Road,Yosemite Valley,Improper storage of a bear attractant,"The visitors had left the driver's window down and the bear entered the car through the window. Sunscreen was left in the vehicle, but otherwise it looked clean. The driver's seat was torn and no other damage was observed.",17,150
1826,2010-07-19,,Curry Orchard Lot,Northwest corner on road,Yosemite Valley,Improper storage of a bear attractant,"The vehicle was found with the passenger's side front door frame pulled down and the window shattered. There were scratches and paw prints on the vehicle in and outside of the vehicle. DNC personnel informed Resource 91 about the vehicle. Inside the car was a baby seat with a wrapper in it, and a Trader Joe's Crunch Bar wrapper was in the passengers side front door. The owners of the vehicle were not located.",17,500
1827,2010-07-19,,Curry Orchard Lot,,Yosemite Valley,Improper storage of a bear attractant,"Resources 91 and 93 found the vehicle with bear prints all over the windows. The drivers side window was broken. No glass was around or in the car, as if it had been moved. There was an air freshener inside the vehicle. No other food or scented items were found in the car, but the car wasn't particularly clean. There may have been trash inside.",17,200
1828,2010-07-19,20:30:00,Curry Dorms Parking,,Yosemite Valley,Improper food storage,"Resource units tracked Orange 66 into Curry New Housing. Upon arriving at the back loop, he saw the bear jump out of the back passenger's side window of the vehicle. 3 soda bottles were on the ground and a lot of food was present in the front and back of the car. One banger round was fired and the bear ran up into he talus.",17,220
1828,2010-07-19,20:30:00,Curry Dorms Parking,,Yosemite Valley,Improper food storage,"Resource units tracked Orange 66 into Curry New Housing. Upon arriving at the back loop, he saw the bear jump out of the back passenger's side window of the vehicle. 3 soda bottles were on the ground and a lot of food was present in the front and back of the car. One banger round was fired and the bear ran up into he talus.",18,10
1829,2010-07-20,,Stables Concession Housing,,Yosemite Valley,Improper food storage,"The vehicle owner reported that the only damage that he noticed was that the passenger's side front window was shattered. There was an orange drink, and old coffee cup with sunflower seeds in it, and an empty tea bottle present in the vehicle, as well as an empty can of tea in the bed of the truck.",17,200
1830,2010-07-20,,Upper Pines Campground,Site 25,Yosemite Valley,Improper food storage,Driver's side window was broken out but there was no damage to the car's door frame. The car contained a package of smoked turkey and all of the visitor's toiletries. The visitors said that no food was taken from the car because their friends in site 31 had scared the bear away before it could take anything from the car. There were paw prints on the door and the center console of the car.,17,200
1831,2010-07-20,,Stables Concession Housing,,Yosemite Valley,Unknown,"The camper shell back window was busted out and the frame was broken. A screen on a sliding side window of the camper shell was ripped. There were paw prints all over the camper shell and inside the truck bed. No food was present, only tool boxes and oil were in the truck bed.",17,350
1832,2010-07-20,2:35:00,Housekeeping Camp,Site J384,Yosemite Valley,Improper food storage,"Visitors stated that they probably didn't latch their locker correctly. A very large bear with a white tag opened the locker and obtained marshmallows, beef jerky, and a few other small items. Security 84 was on scene very quickly and walked the bear across the river.",18,10
1833,2010-07-21,3:00:00,Lower Pines Campground,Site 24,Yosemite Valley,Unknown,"Bear broke passenger side window. No food was obtained by the bear, and no food was present in vehicle.",17,500
1834,2010-07-21,18:00:00,Devil's Elbow,Southeast beach,Yosemite Valley,Food Conditioned Behavior,"Many people on the beach attending to their food. The bear approached and the visitor's (a couple from Austria) were alarmed and left their food and belongings unattended. The bear took their 2 backpacks and opened them, damaging their belongings and obtaining some food (bread, cookies, and dried fruit.) No tags were observed.",18,15
1834,2010-07-21,18:00:00,Devil's Elbow,Southeast beach,Yosemite Valley,Food Conditioned Behavior,"Many people on the beach attending to their food. The bear approached and the visitor's (a couple from Austria) were alarmed and left their food and belongings unattended. The bear took their 2 backpacks and opened them, damaging their belongings and obtaining some food (bread, cookies, and dried fruit.) No tags were observed.",12,50
1835,2010-07-21,,Curry Orchard Lot,,Yosemite Valley,Unknown,"Rear passenger side window was broken, no damage done to door frame. No food was visible in vehicle, only sleeping rolls and some clothes.",17,200
1836,2010-07-22,3:00:00,Upper Pines Campground,Site 137,Yosemite Valley,Improper food storage,"The latches on the bear locker were hard to jam closed and the visitors must have not slammed it hard enough to latch properly. The items of food eaten were: parmesan cheese, loaf of bread, left over pizza, graham crackers, etc. The bear was scared away by rangers, but they didn't notice the food damage.",18,30
1837,2010-07-22,,Upper Pines Campground,"Near Happy Isles Rd., north of 4th loop",Yosemite Valley,Improper food storage,328 and R. Leahy were tracking bear #2394 after an alarm and were able to locate her on a pack that contained several bags of fruit snacks and an apple. Leahy and 328 chased bear towards Wilderness Lot.,18,10
1837,2010-07-22,,Upper Pines Campground,"Near Happy Isles Rd., north of 4th loop",Yosemite Valley,Improper food storage,328 and R. Leahy were tracking bear #2394 after an alarm and were able to locate her on a pack that contained several bags of fruit snacks and an apple. Leahy and 328 chased bear towards Wilderness Lot.,12,25
1838,2010-07-22,23:00:00,Soda Springs Road,,Tuolumne Meadows,Improper food storage,"Bear lockers at Soda Springs trailhead were found with items removed. Items include: a candy bar wrapper, shampoo and conditioner. Trash was thrown away and items were put back into locker.",18,5
1839,2010-07-23,1:15:00,Upper Pines Campground,site 125,Yosemite Valley,Improper storage of a bear attractant,"Bear obtained a bag of dirty clothes from a vehicle by breaking the rear left window. No food was obtained. Rangers chased the bear out of the camp and across the small creek, eastward toward the Merced River.",17,200
1839,2010-07-23,1:15:00,Upper Pines Campground,site 125,Yosemite Valley,Improper storage of a bear attractant,"Bear obtained a bag of dirty clothes from a vehicle by breaking the rear left window. No food was obtained. Rangers chased the bear out of the camp and across the small creek, eastward toward the Merced River.",19,300
1840,2010-07-22,,Yosemite Lodge Parking,,Yosemite Valley,Improper food storage,Sunflower seeds were left out in the middle console of vehicle. Window stripping was torn away from the upper portion of the driver's side window and paw prints were visible on the car.,17,20
1841,2010-07-24,,Curry Orchard Lot,,Yosemite Valley,Unknown,The bear entered through the rear right passenger door window. There were miscellaneous items inside the vehicle. No other details provided by desk officer.,17,250
1842,2010-07-24,2:00:00,North Pines Campground,site 316,Yosemite Valley,Food Conditioned Behavior,Bear was observed to be quick and smooth when opening a locker. Visitors chased the bear after a couple quick pictures of the bear eating. The locker was claimed to be latched by the visitors.,18,40
1843,2010-07-25,,Curry Parking - West,,Yosemite Valley,Unknown,Bear entered right front passenger window. There were lots of miscellaneous clothes and heavy odors.,17,250
1844,2010-07-26,,Lost Arrow Housing,Behind Deli,Yosemite Valley,Unknown,"Driver front window was destroyed, there was some trash present and scattered inside the car. No food was apparent, but the car was messy. There may be a duplicate report taken by a desk officer, but this report is associated with bear property damage and contains a case number.",17,220
1845,2010-07-26,,Yosemite Lodge Parking,North lot by building 3200,Yosemite Valley,Improper storage of a bear attractant,Bear entered through front passenger door window. There was a water bottle on the floor and a jacket in the back seat. Lotion was reportedly present as well as per security.,17,250
1846,2010-07-25,1:35:00,North Pines Campground,site 504,Yosemite Valley,Unknown,"Bear was observed and locker was claimed to be latched properly. Bear slobber was observed on latch and a variety of food was obtained: fruit, donuts, and candy. The family had just arrived for a multiple night stay so they had lots of food.",18,50
1847,2010-07-26,,Camp 6 Parking,,Yosemite Valley,Improper storage of a bear attractant,Bear entered vehicle through left rear window. There was a baby seat in view as well as a Red Bull can.,17,500
1848,2010-07-27,,Northside Drive,"Across from Shuttle stop #10, Lower Falls",Yosemite Valley,Unknown,"Visitor was hiking the upper falls trail and when he returned to vehicle after dark, he noticed scratches and drool on all 4 of the car's doors. No windows were broken, but the doors were damaged enough to need repair. The visitor claimed no food or scented items were in the car.",17,1000
1849,2010-07-29,6:00:00,Crane Flat Campground,Site 210,Big Oak Flat,Improper food storage,Visitors were woken by the noise of the bear searching for food. Visitors then watched the bear and recorded video. They grabbed some cow bells and scared the bear away into the woods. A bag of chips was noticed in the bear's mouth as it ran away.,18,5
1850,2010-07-29,22:45:00,Curry Village,Tent #665,Yosemite Valley,Improper food storage,"V-42 arrived on the scene and the food was stored in the bear locker, but travel size container of face wash and empty diet coke bottle was inside canvas tent. Jen was told by bystanders that a visitor who witnessed the bear trying to break into the tent, had got the food out of the tent and placed it inside the food locker. The responsible party denied having left any food in the tent. Jen issued a verbal warning and had them put all scented items in the bear locker. The bear damaged the front door of the canvas sided tent.",15,200
1851,2010-07-30,3:00:00,Upper Pines Campground,Site #126,Yosemite Valley,Unknown,Bear obtained a bag of granola bars.,18,5
1852,2010-07-30,,White Wolf Campground,Site #31,White Wolf,Improper food storage,The bear was seen in the early morning near site 31. The bear ate some cheerios that had been left out.,18,5
1853,2010-07-30,1:45:00,Upper Pines Campground,Site #188,Yosemite Valley,Improper food storage,"A bag of food was left out on the site and Green 75 ate most of the items. He was chased into the woods and he brought the bag with him and continued to eat. He was extremely difficult to chase off on food, even when hit with paintballs. Items eaten include fruit snacks, rice, wheat thins, cookies, and granola bars.",18,25
1854,2010-07-30,2:30:00,Upper Pines Campground,Site #160,Yosemite Valley,Improper food storage,The locker was not all the way closed. The bear obtained tortillas and some bread. 3001 was extremely close on telemetry. The visitors never heard anything but their neighbors saw a bear in their locker.,18,10
1855,2010-07-31,1:00:00,Tuolumne Campground,C 35,Tuolumne Meadows,Food Conditioned Behavior,"Picnic table was covered with a tent-screen. There were board games sitting on the table and the bear ripped through the mesh screen, knocking over some of the board games. The bear then left due to there being no food present.",11,90
1856,2010-07-31,,Curry Village,Tent #647,Yosemite Valley,Improper food storage,"Following Green 75 on telemetry, bear was very close but out of direct sight. Could hear bear getting into locker and came around corner to see multiple items pulled out of locker: cooking oil, Luna bars, chips, etc. Bear ran away with some food items. Informed visitor at site that locker was not properly closed and continued to follow bear on telemetry.",18,20
1857,2010-07-31,21:30:00,Camp 4 Campground,Unknown site,Yosemite Valley,Improper food storage,We were tracking green 75 on telemetry behind Camp 4 and he had dragged a backpack up the hill and ripped it up. There were orange peels and zip lock bags that were ripped and scattered about. No nearby visitors claimed the pack. We paintballed the bear and he ran away.,12,40
1858,2010-08-01,0:15:00,Upper Pines Campground,Site #24,Yosemite Valley,Improper food storage,We tracked 3001 from Curry Village to Upper Pines where we found him on a bag of flour that was dragged from site #24. We found a large amount of food left out in the campsite. Kulp responded and cited the visitor.,18,25
1859,2010-08-02,0:55:00,North Pines Campground,Site # 308,Yosemite Valley,Improper food storage,We tracked 2394 into NP and located her near the volunteer sites eating a bag of food that had been dragged from site #308. We fired hazing rounds at her and she released the pack.,18,25
1860,2010-08-03,2:15:00,Housekeeping Camp,Unknown site,Yosemite Valley,Improper food storage,"Camp host saw bear eating and tearing into cooler, he then chased the bear off into the woods.",18,5
1860,2010-08-03,2:15:00,Housekeeping Camp,Unknown site,Yosemite Valley,Improper food storage,"Camp host saw bear eating and tearing into cooler, he then chased the bear off into the woods.",19,20
1861,2010-08-04,,North Pines Campground,Site # 404,Yosemite Valley,Food Conditioned Behavior,"Eggs, cheese, milk, half and half, cottage cheeses, sour cream, and watermelon were eaten by bear. The visitors saw the bear at about 3:30am in the morning in their bear locker. Several people were outside yelling and honking car horns at the bear. After the bear obtained food he left and came back once more to lick around the locker. The visitors yelled again and chased him off again. A cooler was damaged in the process. The visitors reported their bear locker was completely closed and claim that it is due to a dysfunctional locker. Resource 91 tried to open the locker and it was relatively easy.",18,100
1861,2010-08-04,,North Pines Campground,Site # 404,Yosemite Valley,Food Conditioned Behavior,"Eggs, cheese, milk, half and half, cottage cheeses, sour cream, and watermelon were eaten by bear. The visitors saw the bear at about 3:30am in the morning in their bear locker. Several people were outside yelling and honking car horns at the bear. After the bear obtained food he left and came back once more to lick around the locker. The visitors yelled again and chased him off again. A cooler was damaged in the process. The visitors reported their bear locker was completely closed and claim that it is due to a dysfunctional locker. Resource 91 tried to open the locker and it was relatively easy.",14,80
1862,2010-05-21,,Camp 4 Parking,,Yosemite Valley,Improper storage of a bear attractant,"Bear broke into vehicle through passenger window. Only item in car was a kitty litter deodorizer. Not much info, a hotline report.",17,200
1863,2010-07-18,3:24:00,North Pines Campground,Site #522,Yosemite Valley,Improper food storage,While spotlighting we found 1278 eating out of a bear box. We chased him across the river and then through Lower Pines towards Stoneman Meadow.,18,15
1864,2010-07-19,,Lost Arrow Housing,9011 Lost Arrow Dr.,Yosemite Valley,Unknown,Bear damaged shed causing $500 damage on July 12th (report taken). The bear returned on July 19th and pulled down side of shed again and bit into a box containing an air conditioner. No additional damage- already reported in previous incident. No food or attractants were stored inside the shed.,15,200
1865,2010-07-20,19:00:00,Yosemite Creek Campground,Site #41,Tioga Corridor,Food Conditioned Behavior,Food was stored in a cooler with visitors in the campsite. Bear walked into site and got into cooler.,18,100
1866,2010-07-26,,El Portal - Old,"Yosemite Institute Hotel, Lunch Room",El Portal,Food Conditioned Behavior,Bear ripped off boards on building trying to gain entry into YI storage room that had food. Bear did not gain entry.,15,50
1867,2010-07-26,3:15:00,Housekeeping Camp,Site #262,Yosemite Valley,Unknown,"Bear got into watermelon, meat, and most of their locker. Visitors thought locker had been latched. Bear was at locker for 5 minutes and came back later. 2nd hand report from HK hosts.",18,30
1868,2010-07-27,1:20:00,Housekeeping Camp,Site #46,Yosemite Valley,Improper food storage,"Bear got food from an unclipped locker. The visitors ""dinked a can"" and bear left. Bear ran off with a bag of hamburger buns and a beer.",18,5
1869,2010-07-28,7:00:00,Curry Village,Tent #686,Yosemite Valley,Improper food storage,The visitors left their food unattended for approximately 3 minutes to brush their teeth. They came back and a bear was in their locker. It obtained a package of bagels and a box of Triscuits. The bear came back shortly after they scared it off but didn't obtain more food.,18,10
1870,2010-07-30,,Ansel Adams Housing,"Ansel Adams Gallery, Studio House",Yosemite Valley,Improper food storage,"Bear entered residence through screen window and obtained food from refrigerator. Resident thought he closed window, but didn't latch it- although admits he could have forgotten to close it. Bear also ripped screen off door, but main door was closed. Several of the windows in that house don't latch. Bear obtained 1 lbs. butter, cherries, and tortillas.",18,20
1870,2010-07-30,,Ansel Adams Housing,"Ansel Adams Gallery, Studio House",Yosemite Valley,Improper food storage,"Bear entered residence through screen window and obtained food from refrigerator. Resident thought he closed window, but didn't latch it- although admits he could have forgotten to close it. Bear also ripped screen off door, but main door was closed. Several of the windows in that house don't latch. Bear obtained 1 lbs. butter, cherries, and tortillas.",15,30
1871,2010-07-31,21:45:00,Tuolumne Campground,Group Site C,Tuolumne Meadows,Improper food storage,"Individual had his back pack sitting approximately 10 feet from his location. The pack contained a camera, food, and other paperwork or documents. The bear grabbed the pack and ran away. The visitor tried to follow bear but couldn't keep up. Pack has not yet been located as of 11pm on 7-31-2010.",18,2
1871,2010-07-31,21:45:00,Tuolumne Campground,Group Site C,Tuolumne Meadows,Improper food storage,"Individual had his back pack sitting approximately 10 feet from his location. The pack contained a camera, food, and other paperwork or documents. The bear grabbed the pack and ran away. The visitor tried to follow bear but couldn't keep up. Pack has not yet been located as of 11pm on 7-31-2010.",12,50
1871,2010-07-31,21:45:00,Tuolumne Campground,Group Site C,Tuolumne Meadows,Improper food storage,"Individual had his back pack sitting approximately 10 feet from his location. The pack contained a camera, food, and other paperwork or documents. The bear grabbed the pack and ran away. The visitor tried to follow bear but couldn't keep up. Pack has not yet been located as of 11pm on 7-31-2010.",19,100
1872,2010-08-01,7:00:00,Tuolumne Campground,,Tuolumne Meadows,Improper food storage,Visitor heard noise at 7am. Observed bear leaving camp with a day pack into the woods. She had pulled a bag of clothes from the tent. Pack contained 1 granola bar.,18,5
1872,2010-08-01,7:00:00,Tuolumne Campground,,Tuolumne Meadows,Improper food storage,Visitor heard noise at 7am. Observed bear leaving camp with a day pack into the woods. She had pulled a bag of clothes from the tent. Pack contained 1 granola bar.,12,20
1873,2010-08-02,1:15:00,Housekeeping Camp,Site #147,Yosemite Valley,Improper food storage,"Responded to alarm in HK camp, used telemetry to ID and follow bear. Heard visitors yelling and ran toward site. Chased bear out of site and across road. Came back to log behind site and found sautéed onions, BBQ sauce, partial hamburger patty, and chili beans spread along log. LE V-42 responded also to inspect. Cleaned up and disposed of food/trash. Unknown who left food out.",18,5
1874,2010-08-02,,Upper Pines Campground,,Yosemite Valley,Unknown,No food obtained by bear. Bear paw prints evident on car. Molding around driver's side front and rear windows was damaged.,17,50
1875,2010-08-03,1:00:00,North Pines Campground,,Yosemite Valley,Unknown,We responded to the North Pines alarm and found 2394 moving to the stables with a pack in her mouth. She dropped it when we chased her. We were unable to locate it's owner. Bear treed the next time we saw her.,18,5
1875,2010-08-03,1:00:00,North Pines Campground,,Yosemite Valley,Unknown,We responded to the North Pines alarm and found 2394 moving to the stables with a pack in her mouth. She dropped it when we chased her. We were unable to locate it's owner. Bear treed the next time we saw her.,12,30
1876,2010-08-03,,Camp 4 Overflow Parking,Lot C,Yosemite Valley,Improper food storage,"Duffle bag was found outside of vehicle containing cosmetics. Pills, cough drops, etc. Damage was done to right front passenger window and mirror.",17,500
1877,2010-08-04,3:45:00,North Pines Campground,Site #404,Yosemite Valley,Improper food storage,Victim said locker was locked properly. The bear broke into locker and would not leave for 1/2 hour.,18,100
1878,2010-08-04,21:55:00,Curry Village,Tent #742,Yosemite Valley,Improper food storage,"V 42 was called by Resource 92 to Curry Village for a bear incident. When V 42 arrived Resource 89 and 92 had already cleaned up the $5 worth of food that 3001 had obtained from #742. From the information V 42 received from the visitors, V 42 could conclude that the visitors did not properly lock their locker. The visitors received a verbal warning.",18,5
1879,2010-08-05,18:30:00,North Pines Campground,Unknown site,Yosemite Valley,Unknown,Blue 53 was found on food by a volunteer at the back of North Pines. It is unknown where the food came from. There was some zip lock bags that contained an unknown food and some maple syrup that was not consumed yet.,18,5
1880,2010-08-05,,Yellow Pines Campground,Site A,Yosemite Valley,Unknown,Between 15:00 and 17:00 a bear ripped into an un-occupied tent. There was no food or any other attractants in the tent. There was a large rip in the tent and a pole was broken in multiple places.,11,100
1881,2010-08-05,,John Muir Trail above LYV,Junction of JMT/ Cloud's Rest,Wilderness,Food Conditioned Behavior,Bear bothering all campers along the trail at campsite. Bear was approaching people within arm's reach. People were cooking and had all food within arm's reach. The bear came up behind them and grabbed trail mix. Visitors chased bear away and bear came back multiple times during dinner and they kept chasing bear away. Bear was back in the morning being persistent until afternoon. People were yelling for 10 to 15 minutes straight.,18,5
1882,2010-08-06,3:01:00,Housekeeping Camp,Tent #73,Yosemite Valley,Unknown,"Visitors heard a bear making noise at their locker and it got into it. Visitors were all yelling for a long time and were unable to scare it away. The pictures taken by visitor show a short, very large bear with a balding rear. The bear ate lots of food including lunchmeat.",18,50
1882,2010-08-06,3:01:00,Housekeeping Camp,Tent #73,Yosemite Valley,Unknown,"Visitors heard a bear making noise at their locker and it got into it. Visitors were all yelling for a long time and were unable to scare it away. The pictures taken by visitor show a short, very large bear with a balding rear. The bear ate lots of food including lunchmeat.",14,25
1883,2010-08-06,3:00:00,El Portal - Old,9757 Riverview Rd.,El Portal,Improper food storage,"Bear was not observed but claw and paw marks were present on the door and door handle. Door was either lightly closed, not latched, or bear opened the door. Dog food was scattered about and a Rubbermaid container that the dog food was in was moved. Bear obtained only dog food and no damage to the door or any other items was observed. Dog food was in 1-2 lbs. bag.",18,5
1884,2010-08-06,16:00:00,Little Yosemite Valley Campground,LYV Campground,Wilderness,Improper food storage,Large group of Boy Scouts (~18 people) left packs and bear canisters at LYV and hiked to Half Dome. One bear canister was left open but no food was obtained from it. Several packs had food trash and/ or smelly things within. 2 packs were damaged and food trash was strewn about. Doubtful that food was obtained. 2 LYV units saw bear after it left campsite and chased it away. Bear was blonde with a brown belly (possibly molting) and looked like a yearling or a 2 year old.,12,300
1885,2010-08-07,,Lower Pines Campground,Site #46,Yosemite Valley,Improper food storage,Bear ate a granola bar and some bread from a locker. Visitor thought they had closed the locker properly but they did not. The visitors did not hear anything and the locker had slobber on it. Bear #3520 was in the campground when we found the locker incident. No bear seen at locker.,18,5
1886,2010-08-07,2:15:00,Lower Pines Campground,Site #22,Yosemite Valley,Improper food storage,"While spotlighting through Lower Pines, we did telemetry and spotted 2394 eating food in site #22. The bear was eating from a jar containing noodles. We attempted to get hazing equipment but the bear vacated the premises with a quickness.",18,5
1887,2010-08-07,,Curry Parking - West,Curry Village Registration,Yosemite Valley,Unknown,Bear damaged soft top of convertible. Prints and claw marks observed.,17,500
1888,2010-08-07,,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,Food left in rear seat of car and window was broken out.,17,500
1889,2010-08-07,3:40:00,North Pines Campground,Site #207,Yosemite Valley,Unknown,Unknown if locker was properly closed. Bear was in a group of 3. A large bear with a yellow tag opened the locker at site #207 and ate all the oranges inside (approx. 10) and left the skins. There were also Hershey chocolate bars (unknown #). 3 campers observed the incident in sites #207 and 208.,18,15
1890,2010-08-07,21:00:00,Porcupine Flat Campground,Site #54- unknown campground,Tioga Corridor,Food Conditioned Behavior,Unpacking from a day hike when a bear took pack from picnic table. Did not observe this but later found pack. About ten minutes later bear approached visitors as they were placing food in bear locker. Visitors were about 10 to 15 feet away as bear approached them. Visitors yelled and directed their flashlights to scare bear away. Bear stayed in place for about 30 seconds before slowly moving away.,18,10
1890,2010-08-07,21:00:00,Porcupine Flat Campground,Site #54- unknown campground,Tioga Corridor,Food Conditioned Behavior,Unpacking from a day hike when a bear took pack from picnic table. Did not observe this but later found pack. About ten minutes later bear approached visitors as they were placing food in bear locker. Visitors were about 10 to 15 feet away as bear approached them. Visitors yelled and directed their flashlights to scare bear away. Bear stayed in place for about 30 seconds before slowly moving away.,12,140
1891,2010-08-08,,Crane Flat Campground,Site #119,Big Oak Flat,Improper food storage,"Bear got a bunch of food: 2 loaves of bread, graham crackers, marshmallows, Dorito's, and hot dog buns. Mike 11 heard yelling and responded and chased the bear off using one rubber slug.",18,50
1892,2010-08-08,,Upper Pines Campground,Site #144,Yosemite Valley,Improper food storage,"Flats of peaches were left underneath the seats in vehicle along with granola bras, mints, and baby wipes.",17,500
1893,2010-08-08,19:39:00,Tuolumne Campground,Site B48,Tuolumne Meadows,Visitors afraid of bear,"Visitors in campsite and bear was in the next campsite and approached site with visitors. Visitors banged wood on the table to make noise. Bear locker was unlatched so as the bear still approached visitors retreated to their car. Bear went straight for the locker and grabbed 1 bag of chips, drug it off and cub began to eat the chips too. Bear left only after a log was thrown at it.",18,5
1894,2010-08-07,6:00:00,Yosemite Creek Campground,site 61,Tioga Corridor,Food Conditioned Behavior,"At 6:00 AM a bear (Blue 55) confronted an off duty LAPD officer. The visitor reported that the bear was aggressive and charged him. The officer fired his pistol into the ground to scare the bear. It ran to the neighboring campsite, and those campers chased it away holding a machete. The bear ran back toward the officer who discharged his gun into the air, which finally scared the bear away. Yosemite Law Enforcement later visited his site and impounded a cooler that was left out. Law Enforcement said that they would cite him for illegal discharge of his weapon.",20,0
1895,2010-08-08,22:10:00,Crane Flat Campground,site 119,Big Oak Flat,Visitors afraid of bear,"A bear walked into campsite 119 as 5 people were present eating and cooking. The bear grabbed a plastic bin of food and ran across the road and ate it. The bear got two loaves of bread, hot dog buns, 2 boxes of graham crackers, marshmallows, and a bag of chips.",18,15
1896,2010-08-09,22:30:00,Housekeeping Camp,site D 219,Yosemite Valley,Improper food storage,"The bear was eating food from a cooler. The bear ate tortillas, shredded cheese, and four sticks of butter. The visitors yelled and chased the bear out of camp. The responding resources units saw the bear and continued to chase it.",18,15
1897,2010-08-09,4:00:00,North Pines Campground,site 401,Yosemite Valley,Unknown,"The bear opened the locker and ate the food for ten minutes. The visitors were unable to chase the bear way as it at buns, candy, and chorizo.",18,10
1898,2010-08-09,21:30:00,Crane Flat Campground,Site 432,Big Oak Flat,Improper food storage,The visitors reserved two sites for there visit. They just arrived and were setting up in one site when the bear obtained a loaf of bread from the open locker in their next site over. The bear was described as an adult and medium brown. The bear was not observed by NPS.,18,5
1899,2010-08-09,1:15:00,Camp 4 Campground,,Yosemite Valley,Improper food storage,The bear dragged a bag of food trash into another site and at it while the visitors watched. The visitors did not attempt to chase the bear away.,18,5
1900,2010-08-09,3:45:00,Lower Housing NPS,9000 Oak Ln. (Siler residence),Yosemite Valley,Improper food storage,"The bear entered the house by ripping through a window screen because the window was left open by the residents. Resident said that she forgot to close that one window in the dining room. Once the bear entered the house it went to the pantry though the dining room. The bear got into garbage and various items. The bear left the house when residents turned the lights on. The bear took a large bag of pretzels and a Costco sized box of nutri-grain bars and ate every one in the woods. The resources unit recorded that 20 minutes after the incident, telemetry showed bear 3251 in the meadow just across from the house by Ranger Y. The resources unit could hear the bear walking, but could not make a visual. After yelling the bear would still not leave.",18,50
1900,2010-08-09,3:45:00,Lower Housing NPS,9000 Oak Ln. (Siler residence),Yosemite Valley,Improper food storage,"The bear entered the house by ripping through a window screen because the window was left open by the residents. Resident said that she forgot to close that one window in the dining room. Once the bear entered the house it went to the pantry though the dining room. The bear got into garbage and various items. The bear left the house when residents turned the lights on. The bear took a large bag of pretzels and a Costco sized box of nutri-grain bars and ate every one in the woods. The resources unit recorded that 20 minutes after the incident, telemetry showed bear 3251 in the meadow just across from the house by Ranger Y. The resources unit could hear the bear walking, but could not make a visual. After yelling the bear would still not leave.",15,50
1901,2010-08-09,6:30:00,Housekeeping Camp,H 70,Yosemite Valley,Improper food storage,The food was put in a pickup truck bed covered with a canvas camper shell. The bear was scared away after the camper shell was damaged by the bears attempt to get the food. No food was obtained.,17,500
1902,2010-08-09,22:00:00,Tuolumne Campground,site B 47,Tuolumne Meadows,Visitors afraid of bear,"Campers were in their site when a bear approached. The people were scared and hid in their car without closing their food locker. The bear ate food out of their locker which included sugar, nutella spread, uncooked sausage, marshmallows, and bread.",18,50
1903,2010-08-09,11:00:00,White Wolf Campground,Site 12,White Wolf,Unknown,The neighbors in site 14 reported seeing the bear eating out of the locker in site 12. Visitors in site 12 fled that evening from fear of the bear according to the neighbors. Food was obtained which included a large bag of tortilla chips and other unknown items.,18,5
