"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2016-06",,,,,"1","1,7","1","1,7",,,,,,,,,"0","2,7","27","2,7","8","2,7",,,,,,,"4.6","1,,7,12,","36.1","2,7,30,+",,,,,"4.6","1,,,7",,,,,"29.2","2,,,7",,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2016-07",,,"139.7","4,7","0","3,7","0","3,7",,,,,"0","4,7","0","4,7","0","3,7","28","3,7","19","3,7","10.0","4,7,24,+",,,,,"0.0","3,,7,31,+","38.9","3,7,30,","0.0","7","0.0","3,7","0.0","3,,,7",,,"23.5","4,7","33.7","3,,,7","13.3","4,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2016-08",,,,,"0","1,7","0","1,7",,,,,,,,,"0","4,7","27","4,7","21","4,7",,,,,,,"0.0","1,,7,31,+","36.7","4,7,01,",,,,,"0.0","1,,,7",,,,,"33.3","4,,,7",,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2016-09",,,,,,,,,,,,,,,,,"0","4,7","24","4,7","5","4,7",,,,,,,,,"33.3","4,7,20,+",,,,,"1.8","2,a,,7",,,,,"28.7","4,,,7",,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2016-10",,,,,"6","5,7","3","5,7",,,,,,,,,,,,,,,,,,,,,"49.3","5,,7,17,",,,,,,,"95.7","5,,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2016-12",,,"0.0",",7","9",",7","8",",7","18","5,7",,,"0",",7","20",",7","0",",7","0",",7","0",",7","-7.2",",7,27,+","51","5,,7,31,+",,,"99.1",",,7,16,","12.8",",7,15,",,,"473.1",",7","212.7",",,,7",,,"3.1",",7","7.7",",,,7","-1.6",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-01","0.0","7","0.0","5,7",,,,,,,,,"0","5,7","25","5,7","0","5,7","0","5,7","0","5,7","-7.2","5,7,25,+",,,,,,,"11.7","5,7,11,+",,,"434.8","5,7","647.2","5,a,,7",,,"1.6","5,7","4.9","5,,,7","-1.7","5,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-02","0.0","7","0.0","5,7",,,,,"17","5,7",,,"0","5,7","11","5,7","0","5,7","0","5,7","0","5,7","-5.0","5,7,23,","457","5,,7,01,",,,,,"15.0","5,7,15,",,,"314.3","5,7","419.7","1,a,,7",,,"4.7","5,7","9.1","5,,,7","0.2","5,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-03","0.0","7","0.0",",7","12",",7","11",",7",,,,,"0",",7","10",",7","1",",7","4",",7","0",",7","-6.1",",7,06,",,,,,"36.1",",,7,26,","21.7",",7,18,+",,,"313.6",",7","135.7",",,,7",,,"8.2",",7","14.8",",,,7","1.6",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-04","0.0","7","0.0","1,7","14","1,7","8","1,7",,,,,"0","1,7","4","1,7","0","1,7","4","1,7","0","1,7","-2.2","1,7,09,",,,,,"37.3","1,,7,07,","21.7","1,7,23,+",,,"239.4","1,7","160.2","1,,,7",,,"10.1","1,7","16.7","1,,,7","3.5","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-05","5.7","7","5.7",",7","3",",7","3",",7",,,,,"0",",7","0",",7","0",",7","23",",7","0",",7","2.2",",7,14,+",,,,,"8.6",",,7,07,","28.9",",7,07,+",,,"99.6",",7","20.8",",,,7",,,"15.3",",7","23.2",",,,7","7.4",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-06","73.6","7","67.9","1,7","6","1,7","2","1,7",,,,,"0","1,7","0","1,7","0","1,7","25","1,7","7","1,7","1.1","1,7,12,",,,,,"8.9","1,,7,19,","33.3","1,7,23,",,,"48.7","1,7","18.9","1,,,7",,,"19.0","1,7","26.9","1,,,7","11.1","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-07","245.6","7","172.0","1,7","0","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","30","1,7","22","1,7","12.2","1,7,21,+",,,,,"0.0","1,,7,31,+","36.1","1,7,24,","0.0","7","0.0","1,7","0.0","1,,,7",,,"24.1","1,7","33.2","1,,,7","14.9","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-08","418.4","7","172.8",",7","6",",7","4",",7",,,,,"0",",7","0",",7","0",",7","31",",7","15",",7","11.7",",7,15,",,,,,"39.4",",,7,19,","36.7",",7,02,","0.0","7","0.0",",7","58.2",",,,7",,,"23.9",",7","31.7",",,,7","16.1",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-09","479.3","7","60.9","2,7","7","2,7","3","2,7",,,,,"0","2,7","0","2,7","0","2,7","25","2,7","4","2,7","3.9","2,7,22,",,,,,"24.1","2,,7,21,","36.7","2,7,03,","47.3","7","47.3","2,7","35.7","2,,,7",,,"18.8","2,7","26.7","2,,,7","10.9","2,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-10","479.3","7","0.0",",7","1",",7","1",",7",,,,,"0",",7","0",",7","0",",7","24",",7","0",",7","0.6",",7,15,",,,,,"13.2",",,7,20,","29.4",",7,25,","185.4","7","138.1",",7","13.2",",,,7",,,"13.9",",7","23.1",",,,7","4.7",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-11","479.3","7","0.0",",7","6","3,7","3","3,7",,,,,"0",",7","12",",7","0",",7","0",",7","0",",7","-1.7",",7,13,",,,,,"66.0","3,,7,17,","20.0",",7,27,+","480.4","7","295.0",",7","116.5","1,a,,7",,,"8.5",",7","14.7",",,,7","2.3",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2017-12","479.3","7","0.0","1,7","4","1,7","2","1,7",,,,,"0","1,7","21","1,7","0","1,7","1","1,7","0","1,7","-6.1","1,7,23,",,,,,"5.1","1,,7,21,","21.1","1,7,14,","868.9","7","388.5","1,7","9.5","1,,,7",,,"5.4","1,7","11.9","1,,,7","-1.1","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-01","0.0","7","0.0","3,7","12","5,7","6","5,7",,,,,"0","3,7","7","3,7","0","3,7","0","3,7","0","3,7","-2.8","3,7,27,+",,,,,"29.7","5,,7,09,","17.2","3,7,31,","1198.3","7","329.4","3,7","92.1",",a,,7",,,"6.6","3,7","12.2","3,,,7","0.9","3,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-02","0.0","7","0.0","1,7","4","1,7","0","1,7",,,,,"0","1,7","17","1,7","0","1,7","0","1,7","0","1,7","-7.8","1,7,23,+",,,,,"2.3","1,,7,27,","20.0","1,7,04,+","1538.5","7","340.2","1,7","6.8","1,,,7",,,"5.7","1,7","13.1","1,,,7","-1.7","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-03","0.0","7","0.0","1,7","14","3,7","12","3,7",,,,,"0","1,7","22","1,7","0","1,7","3","1,7","0","1,7","-5.0","1,7,04,",,,,,"74.7","3,,7,02,","21.7","1,7,31,","1930.4","7","391.9","1,7","380.0",",a,,7",,,"5.3","1,7","11.2","1,,,7","-0.6","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-04","0.0","7","0.0",",7","7","1,7","5","1,7",,,,,"0",",7","7",",7","0",",7","9",",7","0",",7","-3.3",",7,17,",,,,,"61.0","1,,7,07,","26.1",",7,27,+","2139.1","7","208.7",",7","90.1","1,,,7",,,"11.4",",7","18.4",",,,7","4.3",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-05","2.8","7","2.8",",7","7",",7","2",",7",,,,,"0",",7","0",",7","0",",7","25",",7","0",",7","2.2",",7,02,",,,,,"12.7",",,7,22,","27.8",",7,30,","2245.5","7","106.4",",7","19.9",",,,7",,,"15.0",",7","22.4",",,,7","7.6",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-06","80.3","7","77.5",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","29",",7","10",",7","5.0",",7,01,",,,,,"0.0",",,7,30,+","33.9",",7,25,+","2263.1","7","17.6",",7","0.0",",,,7",,,"20.3",",7","29.3",",,,7","11.4",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-09",,,"55.3",",7","2",",7","1",",7",,,,,"0",",7","0",",7","0",",7","30",",7","6",",7","5.0",",7,19,+",,,,,"2.5",",,7,05,","32.8",",7,08,",,,"23.6",",7","3.8",",,,7",,,"19.4",",7","28.9",",,,7","9.8",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2018-10",,,"0.0",",7","6","2,7","3","2,7",,,,,"0",",7","1",",7","0",",7","19",",7","0",",7","0.0",",7,31,",,,,,"17.0","2,,7,04,","26.1",",7,02,",,,"168.5",",7","32.5",",a,,7",,,"12.9",",7","21.0",",,,7","4.8",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-01","0.0","7","0.0","1,7",,,,,,,,,"0","1,7","21","1,7","0","1,7","0","1,7","0","1,7","-7.2","1,7,01,",,,,,,,"17.2","1,7,29,",,,"428.8","1,7","185.4","1,a,,7",,,"4.0","1,7","9.3","1,,,7","-1.2","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-02","0.0","7","0.0","5,7","15","4,7","12","4,7",,,,,"0","5,7","18","5,7","5","4,7","0","4,7","0","4,7","-11.1","5,7,19,",,,,,"55.6","4,,7,03,","13.9","4,7,01,",,,"414.3","4,7","359.1","4,,,7",,,"0.2","5,7","4.7","4,,,7","-4.2","5,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-04",,,"0.0","2,7","9",",7","6",",7",,,,,"0","2,7","3","2,7","0","2,7","9","2,7","0","2,7","-3.3","2,7,17,",,,,,"18.8",",,7,03,","25.0","2,7,26,",,,"192.0","2,7","55.3",",,,7",,,"11.5","2,7","18.5","2,,,7","4.4","2,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-05",,,"0.0","1,7","18",",7","13",",7",,,,,"0","1,7","1","1,7","0","1,7","8","1,7","0","1,7","-0.6","1,7,20,",,,,,"25.7",",,7,16,","23.9","1,7,13,",,,"220.4","1,7","135.9",",,,7",,,"11.0","1,7","17.1","1,,,7","4.9","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-06",,,,,"2",",7","1",",7",,,,,"0","3,7","0","3,7",,,,,,,"6.7","3,7,08,",,,,,"2.8",",,7,03,",,,,,,,"4.3",",,,7",,,,,,,"11.0","3,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-07",,,"114.7",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","10",",7","10.0",",7,03,+",,,,,"0.0",",,7,31,+","33.9",",7,29,+","0.0","7","0.0",",7","0.0",",,,7",,,"22.0",",7","30.4",",,,7","13.6",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-08",,,"140.8",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","15",",7","11.1",",7,12,+",,,,,"0.0",",,7,31,+","34.4",",7,28,+","0.0","7","0.0",",7","0.0",",,,7",,,"22.9",",7","31.4",",,,7","14.3",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-09",,,"52.9",",7","2",",7","0",",7",,,,,"0",",7","0",",7","0",",7","26",",7","4",",7","1.7",",7,30,",,,,,"0.8",",,7,29,+","33.9",",7,02,","51.5","7","51.5",",7","1.6",",,,7",,,"18.4",",7","26.6",",,,7","10.1",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-10",,,"0.0",",7","0",",7","0",",7",,,,,"0",",7","4",",7","0",",7","19",",7","0",",7","-3.9",",7,30,",,,,,"0.0",",T,7,18,","26.7",",7,07,","257.6","7","206.1",",7","0.0",",T,,7",,,"11.7",",7","20.8",",,,7","2.6",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-11",,,"0.0","3,7","5",",7","3",",7",,,,,"0","3,7","12","3,7","1",",7","11",",7","0",",7","-5.0","3,7,26,",,,,,"27.7",",,7,27,","22.8",",7,19,+","502.6","7","245.0",",7","50.9",",,,7",,,"8.5","3,7","16.7",",,,7","0.2","3,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2019-12",,,,,"12",",7","11",",7",,,,,,,,,,,,,,,,,,,,,"27.2",",,7,02,",,,,,,,"117.0",",,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-01",,,,,"4",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"18.0",",,7,17,",,,,,,,"31.2",",,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-02",,,,,"0",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.0",",,7,29,+",,,,,,,"0.0",",,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-07",,,,,"0","5,7","0","5,7",,,,,,,,,,,,,,,,,,,,,"0.0","5,,7,31,+",,,,,,,"0.0","5,,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-08",,,"195.7",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","20",",7","12.2",",7,06,+",,,,,"2.3",",,7,24,","38.3",",7,18,",,,"0.0",",7","2.3",",,,7",,,"24.6",",7","33.3",",,,7","16.0",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-09",,,,,"0",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.0",",,7,30,+",,,,,,,"0.0",",,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-11",,,,,"5","5,7","4","5,7",,,,,,,,,,,,,,,,,,,,,"12.4","5,,7,18,",,,,,,,"28.7","5,,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2020-12",,,"0.0","1,7","8",",7","6",",7",,,,,"0","1,7","29","1,7","0","1,7","0","1,7","0","1,7","-3.3","1,7,30,+",,,,,"25.4",",,7,14,","17.2","1,7,08,",,,"427.9","1,7","86.6",",,,7",,,"4.1","1,7","9.8","1,,,7","-1.6","1,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-01",,,,,"5","5,7","2","5,7",,,,,,,,,,,,,,,,,,,,,"20.1","5,,7,25,",,,,,,,"30.1","5,,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-02",,,"0.0","3,7","6","3,7","6","3,7",,,,,"0","3,7","22","3,7","0","3,7","0","3,7","0","3,7","-3.9","3,7,05,",,,,,"24.4","3,,7,12,","17.8","3,7,24,",,,"336.8","3,7","44.6","3,,,7",,,"4.9","3,7","11.2","3,,,7","-1.5","3,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-03",,,"0.0","2,7","7","2,7","5","2,7","5","2,7","3","2,7","0","2,7","20","2,7","0","2,7","1","2,7","0","2,7","-4.4","2,7,16,","152","2,,7,10,","152.0","2,,7,10,","13.5","2,,7,15,+","21.7","2,7,29,",,,"374.5","2,7","49.3","2,,,7","305","2,,,7","5.4","2,7","11.8","2,,,7","-1.0","2,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-04",,,"0.0",",7","5",",7","2",",7",,,,,"0",",7","0",",7","0",",7","16",",7","0",",7","1.7",",7,27,",,,,,"9.1",",,7,26,","26.7",",7,30,",,,"180.2",",7","15.0",",,,7",,,"12.3",",7","19.8",",,,7","4.9",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-08",,,"163.2",",7","1",",7","1",",7",,,,,"0",",7","0",",7","0",",7","31",",7","21",",7","10.6",",7,25,+",,,,,"24.1",",,7,01,","37.2",",7,05,",,,"0.0",",7","24.1",",,,7",,,"23.6",",7","32.9",",,,7","14.3",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-10",,,"0.0","5,7","9","5,7","6","5,7",,,,,"0","5,7","3","5,7","0","5,7","8","5,7","0","5,7","-1.1","5,7,13,",,,,,"137.9","5,,7,25,","26.7","5,7,04,",,,"193.1","5,7","183.8","5,,,7",,,"10.9","5,7","17.7","5,,,7","4.1","5,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-11",,,"0.0","3,7","4","3,7","2","3,7",,,,,"0","3,7","6","3,7","0","3,7","0","3,7","0","3,7","-1.7","3,7,26,+",,,,,"22.9","3,,7,09,","20.0","3,7,16,+",,,"241.7","3,7","27.5","3,,,7",,,"9.4","3,7","16.3","3,,,7","2.5","3,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2021-12",,,"0.0",",7","14","1,7","12","1,7",,,,,"0",",7","24",",7","3",",7","0",",7","0",",7","-6.7",",7,31,+",,,,,"57.2","1,,7,24,","16.7",",7,02,+",,,"497.6",",7","208.0","1,,,7",,,"2.3",",7","6.7",",,,7","-2.1",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2022-01",,,,,"1",",7","0",",7","31",",7","0",",7",,,,,,,,,,,,,"610",",,7,01,","0.0",",T,7,01,","0.8",",,7,08,",,,,,,,"0.8",",,,7","0",",T,,7",,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2022-02",,,"0.0",",7","1",",7","0",",7",,,,,"0",",7","20",",7","0",",7","0",",7","0",",7","-6.1",",7,24,+",,,,,"1.3",",,7,22,","19.4",",7,11,",,,"349.0",",7","1.3",",,,7",,,"5.9",",7","12.9",",,,7","-1.2",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2022-03",,,"0.0",",7","4",",7","4",",7",,,,,"0",",7","12",",7","0",",7","6",",7","0",",7","-3.3",",7,06,",,,,,"10.2",",,7,20,","22.8",",7,26,+",,,"295.8",",7","32.5",",,,7",,,"8.8",",7","16.2",",,,7","1.4",",,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2022-04",,,"0.0","2,7","9","2,7","6","2,7",,,,,"0","2,7","4","2,7","0","2,7","5","2,7","0","2,7","-3.3","2,7,12,",,,,,"44.2","2,,7,22,","25.6","2,7,07,",,,"232.8","2,7","97.0","2,,,7",,,"10.0","2,7","16.8","2,,,7","3.3","2,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-01",,,,,"12","1,7","12","1,7","23","3,7","7","4,7",,,,,,,,,,,,,"254","3,,7,19,","152.0","4,,7,17,","94.0","1,,7,10,",,,,,,,"364.6","1,,,7","564","4,,,7",,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-02",,,,,"9","5,7","9","5,7",,,,,,,,,,,,,,,,,,,,,"66.0","5,,7,25,",,,,,,,"181.0","5,,,7",,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-04",,,,,,,,,"2",",7",,,,,,,,,,,,,,,"102",",,7,01,",,,,,,,,,,,,,,,,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-07",,,,,"0",",7","0",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.0",",,7,31,+",,,,,,,"0.0",",,,7","0",",,,7",,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-08",,,"97.1","2,7","6","1,7","5","1,7","0",",7","0",",7","0","2,7","0","2,7","0","2,7","29","2,7","7","2,7","9.4","2,7,30,+","0",",,7,31,+","0.0",",,7,31,+","12.7","1,,7,20,","33.3","2,7,01,",,,"0.6","2,7","29.8","1,,,7","0",",,,7","21.7","2,7","30.2","2,,,7","13.1","2,,,7"
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-09",,,,,"7",",7","4",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","30.5",",,7,21,",,,,,,,"51.9",",,,7","0",",,,7",,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-10",,,,,"0",",7","0",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.0",",,7,31,+",,,,,,,"0.0",",,,7","0",",,,7",,,,,,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","2023-11",,,,,"8",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","29.5",",,7,19,",,,,,,,"92.1",",,,7","0",",,,7",,,,,,
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-01","0.0","0","0.0","1,0","9","2,0","6","2,0","25","1,0","5",",0","0","1,0","26","1,0","3","1,0","0","1,0","0","1,0","-7.8","1,0,24,","762","1,,0,23,","203.0",",,0,21,","54.1","2,,0,19,","12.2","1,0,13,+","1804.2","0","493.0","1,0","176.9",",a,,0","862",",a,,0","1.9","1,0","6.3","1,,,0","-2.4","1,,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-02","0.0","0","0.0","1,0","12",",0","9",",0","25","3,0","3","1,0","0","1,0","27","1,0","1","1,0","0","1,0","0","1,0","-5.6","1,0,01,","432","3,,0,01,","102.0","1,,0,07,","50.3",",,0,27,","12.2","1,0,18,","2253.3","0","449.1","1,0","170.2",",,,0","204","1,,,0","1.7","1,0","5.9","1,,,0","-2.5","1,,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-03","0.0","0","0.0",",0","9",",0","6",",0","13","2,0","4","1,0","0",",0","31",",0","0",",0","0",",0","0",",0","-7.2",",0,11,+","279","2,,0,04,","203.0","1,,0,04,","22.9",",,0,13,","17.2",",0,20,","2732.6","0","479.3",",0","86.2",",,,0","445","1,,,0","2.9",",0","8.8",",,,0","-3.1",",,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-04","0.0","0","0.0",",0","13",",0","11",",0","19",",0","10",",0","0",",0","27",",0","1",",0","0",",0","0",",0","-8.3",",0,06,+","305",",,0,06,+","305.0",",,0,05,","45.0",",,0,21,","18.9",",0,27,","3192.9","0","460.3",",0","177.3",",,,0","1219",",,,0","3.0",",0","8.8",",,,0","-2.8",",,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-05","0.0","0","0.0","3,0","8",",0","7",",0","2","3,0","2",",0","0","3,0","17","3,0","0","3,0","0","3,0","0","3,0","-6.1","3,0,11,","76","3,,0,11,","76.0",",,0,11,","14.7",",,0,11,","20.6","3,0,16,","3530.4","0","337.5","3,0","58.6",",,,0","135",",,,0","6.3","3,0","12.9","3,,,0","-0.3","3,,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-06","7.8","0","7.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","2.2",",0,16,","0",",,0,30,+","0.0",",,0,30,+","0.0",",,0,30,+","32.2",",0,29,","3648.5","0","118.1",",0","0.0",",,,0","0",",,,0","14.7",",0","22.7",",,,0","6.6",",,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-07","43.4","0","35.6","1,0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","0","1,0","6.7","1,0,04,","0",",,0,31,+","0.0",",,0,31,+","0.0",",,0,31,+","31.1","1,0,19,+","15.8","0","15.8","1,0","0.0",",,,0","0",",,,0","19.0","1,0","27.5","1,,,0","10.5","1,,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-08",,,,,"0",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.0",",,0,31,+",,,,,,,"0.0",",,,0","0",",,,0",,,,,,
